stock_id,stock_name,reason,start_date,end_date
1236,宏亞,減資,112.09.21,112.09.26
1776,展宇,減資,112.09.21,112.09.26
2489,瑞軒,減資,112.09.21,112.09.26
4994,傳奇,減資,112.09.21,112.09.26
8028,昇陽半導體,現金增資,112.09.21,112.09.26
