stock_id,stock_name,reason
00939,²Î¤@¥xÆW°ª®§°Ê¯à,¤À°t¦¬¯q
1235,¿³®õ,°£Åv®§
1315,¹F·s,°£®§
1463,±j²±,°£®§
1532,¶Ô¬ü,°£®§
1734,§ö½÷,°£Åv®§
2059,¤t´ò,°£®§
2250,IKKA-KY,°£®§
2323,¤¤Àô,°£®§
2328,¼s¦t,°£®§
2338,¥ú¸n,°£®§
2364,­Û­¸,°£Åv
2383,¥x¥ú¹q,°£®§
2439,¬ü«ß,°£®§
2439,¬ü«ß,²{ª÷¼W¸ê
2442,·s¬ü»ô,°£Åv®§
2468,µØ¸g,°£®§
2505,°ê´­,°£®§
2530,µØ«Ø,°£®§
2701,¸U¥ø,°£®§
2897,¤ý¹D»È¦æ,¨ä¥L
2901,ªYªY,°£®§
3346,ÄR²M,°£®§
5243,¤A²±-KY,°£®§
5283,¥ÝÁpºÓ,°£®§
6108,Äv°ê,°£®§
6139,¨Èµ¾,°£®§
6209,¤µ°ê¥ú,°£®§
6282,±dµÎ,°£®§
8442,«Â§»-KY,°£®§
9906,ªY¤Ú¤Ú,°£®§
