stock_id,stock_name,reason
00679B,元大美債20年,分配收益
00718B,富邦中國政策債,分配收益
00721B,元大中國債3-5,分配收益
00754B,群益AAA-AA公司債,分配收益
00755B,群益投資級公用債,分配收益
00756B,群益投等新興公債,分配收益
00758B,復華能源債,分配收益
00759B,復華製藥債,分配收益
00760B,復華新興企業債,分配收益
00772B,中信高評級公司債,分配收益
00773B,中信優先金融債,分配收益
00780B,國泰A級金融債,分配收益
00786B,元大10年IG銀行債,分配收益
00794B,群益7+中國政金債,分配收益
00795B,中信美國公債20年,分配收益
00799B,國泰A級醫療債,分配收益
00840B,凱基IG精選15+,分配收益
00841B,凱基AAA-AA公司債,分配收益
00844B,新光15年IG金融債,分配收益
00845B,富邦新興投等債,分配收益
00846B,富邦歐洲銀行債,分配收益
00847B,中信美國市政債,分配收益
00860B,群益1-5Y投資級債,分配收益
00867B,新光A-BBB電信債,分配收益
00890B,凱基ESG BBB債15+,分配收益
1565,精華,除息
1569,濱川,除息
1591,駿吉-KY,臨時會
2754,亞洲藏壽司,除息
3226,龍鋒,除息
3228,金麗科,除權息
3232,昱捷,除息
3323,加百裕,現金增資
3646,艾恩特,除息
4111,濟生,除息
4744,皇將,除息
5228,鈺鎧,除息
5289,宜鼎,除權息
6175,立敦,除息
6275,元山,除息
6276,安鈦克,臨時會
6284,佳邦,現金增資
6561,是方,除權息
6683,雍智科技,除息
6728,上洋,除息
8043,蜜望實,除息
8049,晶采,除息
8096,擎亞,除權息
9951,皇田,除息
9951,皇田,臨時會
