stock_id,stock_name,reason
00687B,國泰20年美債,分配收益
00694B,富邦美債1-3,分配收益
00695B,富邦美債7-10,分配收益
00696B,富邦美債20年,分配收益
00719B,元大美債1-3,分配收益
00720B,元大投資級公司債,分配收益
00722B,群益投資級電信債,分配收益
00723B,群益投資級科技債,分配收益
00724B,群益投資級金融債,分配收益
00725B,國泰投資級公司債,分配收益
00726B,國泰新興投等債,分配收益
00727B,國泰優選非投等債,分配收益
00734B,台新JPM新興債,分配收益
00740B,富邦全球投等債,分配收益
00741B,富邦全球非投等債,分配收益
00744B,國泰中國政金債5+,分配收益
00746B,富邦A級公司債,分配收益
00749B,凱基新興債10+,分配收益
00750B,凱基科技債10+,分配收益
00761B,國泰A級公司債,分配收益
00772B,中信高評級公司債,分配收益
00773B,中信優先金融債,分配收益
00782B,國泰A級公用債,分配收益
00784B,富邦中國投等債,分配收益
00785B,富邦金融投等債,分配收益
00788B,元大10年IG電能債,分配收益
00789B,復華公司債A3,分配收益
00790B,復華次順位金融債,分配收益
00791B,復華信用債1-5,分配收益
00834B,第一金金融債10+,分配收益
00842B,台新美元銀行債,分配收益
00843B,台新中國政策債,分配收益
00848B,中信新興亞洲債,分配收益
00849B,中信EM主權債0-5,分配收益
00858,永豐美國500大,分配收益
00869B,FT10-25年公司債,分配收益
00870B,元大15年EM主權債,分配收益
00884B,中信低碳新興債,分配收益
1591,駿吉-KY,除息
1796,金穎生技,除息
3171,炎洲流通,除息
3211,順達,除息
3388,崇越電,除息
3522,御嵿,臨時會
3529,力旺,除息
3537,堡達,除息
3548,兆利,除息
3581,博磊,除息
4163,鐿鈦,除息
4175,杏一,臨時會
4433,興采,除息
4528,江興鍛,除息
4711,永純,除息
4745,合富-KY,除息
5212,凌網,除息
5483,中美晶,除息
6147,頎邦,除息
6292,迅德,除息
6435,大中,除息
6469,大樹,除息
6532,瑞耘,除息
6612,奈米醫材,除息
6640,均華,除息
6679,鈺太,除息
8044,網家,除息
8086,宏捷科,除息
8435,鉅邁,除息
8941,關中,除息
