date,open,high,low,close
2021/6/17,206.15,209.38,205.72,209.38
2021/6/18,209.46,211.25,209.46,209.91
2021/6/21,209.71,209.71,207.15,207.75
2021/6/22,208.09,210.31,206.99,207.26
2021/6/23,207.6,210.94,207.6,210.71
2021/6/24,210.9,212.37,210.9,212.37
2021/6/25,212.6,214.06,212.36,212.4
2021/6/28,212.65,213.68,212.23,213.26
2021/6/29,213.35,214.86,212,212.29
2021/6/30,212.47,214.86,212.47,214.12
2021/7/1,214.25,215.09,210.96,211.32
2021/7/2,211.41,213.83,211.41,213.68
2021/7/5,213.93,216.83,213.93,216.59
2021/7/6,216.79,217.65,215.26,215.3
2021/7/7,215.27,217.37,215.23,216.37
2021/7/8,216.53,218.21,216.17,217.02
2021/7/9,216.82,217.26,215.51,215.85
2021/7/12,216.26,219.4,216.26,219.32
2021/7/13,219.58,222.17,217.33,218.09
2021/7/14,218.21,219.92,215.46,217.97
2021/7/15,217.99,220.91,217.99,220.84
2021/7/16,220.6,222.18,219.45,221
2021/7/19,221,222.57,220.75,221.96
2021/7/20,221.84,222.79,219.27,219.77
2021/7/21,220.4,223.3,218.94,219.95
2021/7/22,220.1,222.81,220.1,221.05
2021/7/23,221.14,223.24,219.78,220.77
2021/7/26,221.15,224.66,221.15,223.96
2021/7/27,224.01,225.05,219.79,219.79
2021/7/28,219.45,219.71,210.52,214.88
2021/7/29,215.16,219.31,215.16,219.14
2021/7/30,218.96,220.74,217.2,217.39
2021/8/2,217.58,219.97,217.58,219.97
2021/8/3,220.03,221.74,220.03,220.98
2021/8/4,221.09,223.49,221.09,222.2
2021/8/5,222.22,224.4,222.22,223.97
2021/8/6,223.95,224.69,222.2,222.45
2021/8/9,222.21,222.21,217.34,217.34
2021/8/10,217.14,217.97,213.97,214.96
2021/8/11,214.85,214.85,208.98,210.31
2021/8/12,210.34,212.35,210.34,212.02
2021/8/13,211.83,212.26,207.05,207.2
2021/8/16,207,207.98,202.36,204.98
2021/8/17,204.97,205.77,200.85,201.06
2021/8/18,200.67,205.43,197.95,205.43
2021/8/19,205.13,205.13,200.6,200.6
2021/8/20,200.59,202.15,199.27,200.98
2021/8/23,201.04,206.44,201.04,206.08
2021/8/24,206.37,208.25,205.23,205.61
2021/8/25,205.52,210.91,205.52,210.01
2021/8/26,210.14,211.92,209.54,210.07
2021/8/27,209.95,212.04,209.45,211.14
2021/8/30,211.25,213.39,211.25,213.08
2021/8/31,213.09,214.02,211.88,214.02
2021/9/1,214.02,216.48,214.02,216.43
2021/9/2,216.41,218.63,214.57,214.57
2021/9/3,214.79,216.93,214.79,216.36
2021/9/6,216.39,217.82,214.54,214.67
2021/9/7,214.77,215.85,211.21,212.92
2021/9/8,212.93,213.45,208.46,208.82
2021/9/9,208.65,211.77,208.11,211.77
2021/9/10,211.92,214.63,211.92,214.63
2021/9/13,214.55,214.97,212.28,212.28
2021/9/14,212.33,213.71,212.06,212.13
2021/9/15,212.12,212.82,209.89,210.49
2021/9/16,210.51,211.85,209.4,209.61
2021/9/17,209.62,211.37,209.02,211.31
2021/9/22,210.6,210.6,206.85,207.81
2021/9/23,208.31,211.57,208.31,210.75
2021/9/24,211.03,213.13,211.03,213.1
2021/9/27,213.2,213.75,212.32,212.53
2021/9/28,212.51,212.51,210.08,210.59
2021/9/29,209.91,209.91,203.95,204.1
2021/9/30,204.27,206.59,203.94,206.59
2021/10/1,206.37,206.37,200.57,201.19
2021/10/4,201.28,203.17,196.58,196.65
2021/10/5,196.08,198.95,191.82,198.92
2021/10/6,199.03,200.74,196.78,196.99
2021/10/7,197.45,202.66,197.45,202.58
2021/10/8,202.83,204.7,202.47,203.12
2021/10/12,203.08,203.08,200.58,200.8
2021/10/13,201.02,201.66,196.74,196.74
2021/10/14,197.29,199.53,196.76,198.27
2021/10/15,198.96,202.56,198.96,202.09
2021/10/18,202.27,203.17,201.64,202.41
2021/10/19,202.55,206.1,202.55,205.97
2021/10/20,206.02,207.72,206.02,206.99
2021/10/21,207.19,209.82,207.14,207.33
2021/10/22,207.51,208.66,206.78,208.27
2021/10/25,208.21,208.63,207.27,208.36
2021/10/26,208.62,210.52,208.62,208.74
2021/10/27,209.15,212.39,209.15,212.34
2021/10/28,212.55,213.52,211.99,212.49
2021/10/29,213.46,215.36,213.36,214.43
2021/11/1,214.7,217.89,214.7,217.52
2021/11/2,218,220.41,214.79,215.36
2021/11/3,215.81,217.23,213.85,215.73
2021/11/4,216.21,217.66,214.78,214.78
2021/11/5,214.93,216.53,214.68,215.9
2021/11/8,215.99,216.6,214.62,214.81
2021/11/9,215.32,217.71,215.32,216.93
2021/11/10,217.03,217.64,216.14,217.51
2021/11/11,217.37,218.84,216.74,217.39
2021/11/12,217.69,219.97,217.69,218.43
2021/11/15,218.81,221.67,218.81,221.19
2021/11/16,221.43,223.42,221.43,222.09
2021/11/17,222.43,224.3,222.21,224.07
2021/11/18,224.42,226.25,224.42,225.48
2021/11/19,226.22,227.89,225.24,225.74
2021/11/22,226.09,229.36,226.09,229.18
2021/11/23,229.17,229.52,225.58,225.81
2021/11/24,226.13,228.52,225.85,227.03
2021/11/25,227.21,228.41,226.08,226.27
2021/11/26,226,226.13,221.49,222.65
2021/11/29,222.43,224.85,219.56,223.84
2021/11/30,224.61,227.84,224.61,226.29
2021/12/1,225.8,226.69,224.96,226.56
2021/12/2,226.43,228.22,225.04,225.67
2021/12/3,226.19,228.13,226.19,227.88
2021/12/6,227.79,228.76,227.3,228.07
2021/12/7,228.14,229.27,227.05,227.87
2021/12/8,228.48,230.96,228.48,229.85
2021/12/9,229.96,230.88,229.2,229.77
2021/12/10,229.58,230.9,229,230.4
2021/12/13,230.78,232.11,230.62,230.98
2021/12/14,230.97,231.29,226.52,226.83
2021/12/15,227.09,229.34,226.79,229.19
2021/12/16,229.84,233.05,229.84,232.69
2021/12/17,232.36,232.36,229.99,230.45
2021/12/20,230.58,231.21,228.38,228.47
2021/12/21,228.56,230.42,228.02,230.28
2021/12/22,230.46,232.46,230.46,231.87
2021/12/23,232.15,234.09,232.15,233.35
2021/12/24,233.78,235.29,233,233.2
2021/12/27,233.33,234.65,233.29,233.85
2021/12/28,234.28,235.72,234.28,235.22
2021/12/29,235.28,236.54,235.28,236.27
2021/12/30,236.48,237.71,236.48,237.55
2022/1/3,237.91,238.92,235.31,235.4
2022/1/4,235.88,237.2,235.46,235.53
2022/1/5,235.65,235.69,232.99,233.22
2022/1/6,232.68,232.68,230.42,231.22
2022/1/7,231.43,232.22,225.59,226.61
2022/1/10,226.1,227.64,224.94,227.64
2022/1/11,227.66,228.03,223.62,224
2022/1/12,224.42,226.88,223.64,224.49
2022/1/13,224.45,225.38,223.28,224.02
2022/1/14,223.6,223.64,219.07,222.04
2022/1/17,222.12,224.18,221.63,224.18
2022/1/18,224.1,226.02,223.73,223.79
2022/1/19,223.23,223.23,221.22,222.04
2022/1/20,222.01,222.67,221.14,222.11
2022/1/21,221.6,221.6,217.59,217.66
2022/1/24,217.44,218.36,213.39,218.19
2022/1/25,217.9,217.94,214.95,214.97
2022/1/26,214.9,216.15,213.97,215.03
2022/2/7,215.6,216.99,214.46,216.99
2022/2/8,216.92,218.75,216.92,218.65
2022/2/9,218.8,221.16,218.8,221
2022/2/10,221.41,223.01,221.28,222.15
2022/2/11,221.69,222.72,220.43,222.1
2022/2/14,221.14,221.14,216.65,216.81
2022/2/15,217.02,219.95,217.02,217.65
2022/2/16,218.44,221.49,218.44,220.67
2022/2/17,220.8,221.73,219.35,220.07
2022/2/18,219.63,221.17,218.13,221.17
2022/2/21,221.08,221.48,220.29,220.91
2022/2/22,220.71,220.71,215.4,216.78
2022/2/23,216.92,218.77,216.92,218.65
2022/2/24,218.33,218.33,211.39,211.97
2022/2/25,212.6,215.58,212.6,214.81
2022/3/1,215.36,218.4,215.36,218.4
2022/3/2,218.38,219.01,216.82,219.01
2022/3/3,219.31,221.57,219.31,219.55
2022/3/4,219.35,219.35,217.03,217.09
2022/3/7,216.73,216.73,207.65,208.56
2022/3/8,207.66,209.08,203.22,203.36
2022/3/9,204.11,207.33,204.11,207.03
2022/3/10,208.05,212.14,208.05,211.06
2022/3/11,211,211,209.03,209.8
2022/3/14,209.94,211.45,208.74,209.84
2022/3/15,209.79,209.79,203.18,203.18
2022/3/16,203.66,206.63,203.23,204.17
2022/3/17,205.15,211.7,205.15,211.47
2022/3/18,211.61,213.23,211.09,213.23
2022/3/21,213.55,214.71,213.48,213.66
2022/3/22,213.77,214.79,213.65,214.79
2022/3/23,215.19,217.45,215.19,216.79
2022/3/24,216.73,217.66,215.68,217.63
2022/3/25,217.77,218.8,216.28,216.34
2022/3/28,216.01,216.03,213.73,215.42
2022/3/29,215.66,217.08,215.66,216.95
2022/3/30,217.11,219.15,217.11,218.35
2022/3/31,218.45,218.82,216.94,217.06
2022/4/1,216.66,216.66,214.56,216.55
2022/4/6,216.09,216.09,214.02,215.05
2022/4/7,214.84,214.95,210.25,210.25
2022/4/8,210.67,212.09,210.6,211.27
2022/4/11,211.33,211.79,206.65,206.91
2022/4/12,206.65,207.04,204.57,205.29
2022/4/13,205.68,207.94,205.68,207.78
2022/4/14,207.83,208.8,207.42,207.93
2022/4/15,207.7,207.7,204.06,204.31
2022/4/18,204.22,205.82,203.2,204.11
2022/4/19,204.59,206.62,204.59,204.76
2022/4/20,205.34,206.65,204.77,205.5
2022/4/21,205.75,207.23,205.75,206.86
2022/4/22,206.49,206.49,203.44,203.51
2022/4/25,202.76,202.76,196.06,196.06
2022/4/26,196.64,198.12,194.35,194.66
2022/4/27,193.15,193.15,188.1,192.07
2022/4/28,192.17,194.89,191.98,193.45
2022/4/29,193.96,196.93,193.96,194.82
2022/5/3,194.85,195.73,194.24,195.17
2022/5/4,195.21,196.84,194.76,195.17
2022/5/5,195.94,199.12,195.94,198.55
2022/5/6,197.54,197.54,193.98,196.17
2022/5/9,196.04,196.04,190.99,190.99
2022/5/10,190.38,192.34,187.45,192.34
2022/5/11,192.45,193.52,191.18,191.93
2022/5/12,191.74,191.91,188.02,188.04
2022/5/13,188.47,192.54,188.47,192.28
2022/5/16,192.82,195.21,192.52,192.81
2022/5/17,193.02,195.99,193.02,195.99
2022/5/18,196.43,198.18,196.43,197.74
2022/5/19,196.67,197.11,193.53,197.11
2022/5/20,197.1,198.37,196.66,197.66
2022/5/23,197.9,199.06,197.02,197.04
2022/5/24,197.11,197.71,192.58,192.58
2022/5/25,192.77,194.95,192.69,194.68
2022/5/26,194.88,195.73,193.26,193.32
2022/5/27,193.75,197.04,193.75,196.91
2022/5/30,197.59,201.12,197.59,201.12
2022/5/31,201.05,202.56,200.71,202.48
2022/6/1,202.44,204.38,202.44,203.57
2022/6/2,203.42,204.01,202.7,202.85
2022/6/6,203.13,203.82,202.14,202.69
2022/6/7,202.53,203.2,202.08,202.53
2022/6/8,202.74,203.93,202.74,203.14
2022/6/9,203.07,204.88,203.04,204.82
2022/6/10,204.42,205.23,203.38,205.23
2022/6/13,204.05,204.05,199.76,199.76
2022/6/14,199.24,199.34,195.49,199.25
2022/6/15,199.18,200.73,198.41,198.63
2022/6/16,199.33,201.5,195.21,195.21
2022/6/17,194.45,194.45,190.73,192.89
2022/6/20,193,193.37,186.37,186.37
2022/6/21,187.02,191.09,187.02,191.09
2022/6/22,191.01,191.31,185.43,185.54
2022/6/23,185.99,187.55,183.83,185.54
2022/6/24,185.97,188.08,185.97,187.01
2022/6/27,187.55,191.6,187.55,191.35
2022/6/28,191.13,191.19,187.64,187.91
2022/6/29,187.42,187.84,185.76,187.67
2022/6/30,187.19,187.19,180.89,181.09
2022/7/1,180.71,180.91,173.03,173.03
2022/7/4,172.36,173.64,170.18,170.88
2022/7/5,172,174.07,169.81,173.18
2022/7/6,173.01,173.03,167.78,167.78
