date,open,high,low,close
2023/4/27,15374.39,15455.88,15306.69,15411.49
2023/4/28,15477.34,15580.63,15477.34,15579.18
2023/5/3,15629.51,15629.51,15530.79,15553.41
2023/5/4,15548.02,15622.41,15523.5,15609.03
2023/5/5,15627.93,15673.62,15578.67,15626.07
2023/5/8,15648.54,15757.8,15648.54,15699.57
2023/5/9,15702.26,15744.27,15635.9,15727.7
2023/5/10,15708.48,15711.39,15579.49,15641.76
2023/5/11,15666.49,15675.37,15501.58,15514.64
2023/5/12,15477.12,15545.99,15424.42,15502.36
2023/5/15,15489.18,15510.09,15434.52,15475.05
2023/5/16,15550.57,15723.95,15550.57,15673.9
2023/5/17,15702.74,15961.97,15698.63,15925.29
2023/5/18,16060.26,16128.72,16015.62,16101.88
2023/5/19,16146.29,16189.81,16099.9,16174.92
2023/5/22,16168.74,16202.92,16131.55,16180.89
2023/5/23,16186.15,16239.5,16121.45,16188.03
2023/5/24,16186.62,16186.62,16070.16,16159.32
2023/5/25,16163.95,16323.77,16163.95,16292
2023/5/26,16509.14,16537.79,16457.74,16505.05
2023/5/29,16610.86,16683.76,16597.38,16636.3
2023/5/30,16648.77,16681.19,16579.13,16622.74
2023/5/31,16593.53,16636.65,16491.9,16578.96
2023/6/2,16525,16752.2,16525,16706.91
2023/6/5,16714.48,16781.19,16703.6,16714.43
2023/6/6,16712.98,16793.81,16699.83,16761.66
2023/6/7,16771.76,16922.48,16771.76,16922.48
2023/6/8,16864.18,16899.51,16694.21,16733.69
2023/6/9,16775.92,16895.99,16775.92,16886.4
2023/6/12,16899.49,16999.72,16899.49,16955.37
2023/6/13,17135.84,17254.96,17129.23,17216.6
2023/6/14,17190.7,17259.23,17182.18,17238.14
2023/6/15,17259.37,17346.32,17259.37,17334.98
2023/6/16,17342.86,17342.86,17250.79,17288.91
2023/6/19,17274.07,17306.81,17210.87,17274.56
2023/6/20,17233.8,17247.16,17121.59,17184.91
2023/6/21,17186.72,17246.77,17131.45,17202.4
2023/6/26,17182.48,17182.48,17011.28,17059.24
2023/6/27,17022.15,17035.49,16887.9,16887.9
2023/6/28,16906.23,17011.12,16903.71,16935.63
2023/6/29,16930.41,17077.44,16911.38,16942.3
2023/6/30,16870.27,16919.95,16792.34,16915.54
2023/7/4,17055.19,17154.1,17042.6,17140.77
2023/7/5,17130.26,17153.17,17020.01,17056.43
2023/7/6,17017.09,17017.09,16749.29,16762.17
2023/7/7,16736.94,16762.39,16593.84,16664.21
2023/7/10,16667.43,16798.81,16635.83,16652.8
2023/7/11,16675.69,16898.91,16675.69,16898.91
2023/7/12,16903.25,16962.03,16864.01,16962.03
2023/7/13,16994.59,17223.86,16994.59,17061.4
2023/7/14,17152.81,17287.4,17128.07,17283.71
2023/7/17,17279.11,17346.66,17235.92,17334.29
2023/7/18,17368.36,17401.59,17164.92,17227.91
2023/7/19,17265.38,17340.82,17082.54,17116.44
2023/7/20,17104.91,17214.41,17098.65,17164.89
2023/7/21,17106.29,17106.29,16859.13,17030.7
2023/7/24,17036.79,17098.73,16941.15,17033.61
2023/7/25,17061.88,17270.2,17061.88,17198.89
2023/7/26,17205.47,17247.02,17121.99,17162.55
2023/7/27,17189.3,17282.86,17189.3,17241.82
2023/7/28,17244.51,17328.21,17179.94,17292.93
2023/7/31,17341.04,17463.76,17081.48,17145.43
2023/8/2,17207.22,17212.55,16844.57,16893.73
2023/8/4,16847.24,16887.38,16748.51,16843.68
2023/8/7,16870.81,17032.32,16868.74,16996
2023/8/8,17006.46,17043.56,16812.59,16877.07
2023/8/9,16836.64,16956.73,16798.5,16870.94
2023/8/10,16827.11,16827.11,16601.17,16634.7
2023/8/11,16644.65,16766.84,16601.25,16601.25
2023/8/14,16585.41,16585.41,16307.28,16393.66
2023/8/15,16438.63,16546.01,16437.63,16454.8
2023/8/16,16422.2,16446.78,16304.44,16446.78
2023/8/17,16411.63,16550.11,16264.65,16516.66
2023/8/18,16508.46,16583.95,16344.29,16381.31
2023/8/21,16414.14,16485.25,16347.77,16381.49
2023/8/22,16429.69,16535.07,16407.83,16437.61
2023/8/23,16440.39,16588.51,16440.39,16576.9
2023/8/24,16651.03,16822.36,16651.03,16770.87
2023/8/25,16708.53,16708.53,16481.58,16481.58
2023/8/28,16498.86,16582.96,16498.86,16509.26
2023/8/29,16528.49,16627.7,16495.76,16623.65
2023/8/30,16666.33,16780.42,16666.33,16719.82
2023/8/31,16707.35,16712.22,16630.67,16634.51
2023/9/4,16649.67,16789.69,16648.51,16789.69
2023/9/5,16784.12,16791.61,16727.44,16791.61
2023/9/6,16796.37,16841.19,16732.69,16738.16
2023/9/7,16715.45,16715.45,16609.94,16619.14
2023/9/8,16609.93,16609.93,16505.64,16576.02
2023/9/11,16579.83,16600.03,16398.3,16432.95
2023/9/12,16433.82,16579.86,16422.91,16572.71
2023/9/13,16578.13,16653.3,16542.72,16581.51
2023/9/14,16581.62,16807.56,16581.62,16807.56
2023/9/15,16809.74,16920.92,16787.74,16920.92
2023/9/18,16893.97,16893.97,16698.24,16698.24
2023/9/19,16706.48,16762.52,16636.32,16636.32
2023/9/20,16626.61,16665.27,16522.38,16534.75
2023/9/21,16475.42,16475.42,16300.54,16316.67
2023/9/22,16267.32,16360.96,16202.43,16344.48
2023/9/25,16345.78,16498.38,16345.78,16452.23
2023/9/26,16440.26,16440.26,16276.07,16276.07
2023/9/27,16273.84,16324.22,16212.86,16310.36
2023/9/28,16330.71,16411.28,16311.41,16353.74
2023/10/3,16520.24,16571.66,16453.8,16454.34
2023/10/4,16419.48,16419.48,16203.34,16273.38
2023/10/5,16313.89,16477.61,16313.89,16453.52
2023/10/6,16482.93,16539.13,16482.93,16520.57
2023/10/11,16567.43,16729.5,16567.43,16672.03
2023/10/12,16698.85,16825.91,16684.43,16825.91
2023/10/13,16815.91,16815.91,16726.43,16782.57
2023/10/16,16712.93,16712.93,16614.1,16652.24
2023/10/17,16678.28,16770.64,16618.3,16642.55
2023/10/18,16608.02,16612.25,16398.76,16440.91
2023/10/19,16416.54,16479.35,16382.4,16452.73
2023/10/20,16434.43,16462.56,16271.82,16440.72
2023/10/23,16391.41,16391.41,16245.84,16251.36
2023/10/24,16257.8,16318.77,16163,16309.76
2023/10/25,16320.71,16459.34,16320.71,16358.89
2023/10/26,16305.16,16305.16,16073.74,16073.74
2023/10/27,16112.75,16200.3,16112.75,16134.61
2023/10/30,16142.06,16203.33,16101.24,16149.68
2023/10/31,16176.58,16215.35,15975.91,16001.27
2023/11/2,16094.26,16396.95,16094.26,16396.95
2023/11/3,16412.54,16520.1,16412.54,16507.65
2023/11/6,16572.56,16720.56,16572.56,16649.36
2023/11/7,16650.14,16684.95,16608.1,16684.95
2023/11/8,16691.32,16775.23,16665.4,16740.83
2023/11/9,16741.16,16759.43,16680.91,16745.65
2023/11/10,16725.94,16725.94,16651.23,16682.67
2023/11/13,16711.53,16961.02,16711.53,16839.29
2023/11/14,16884.52,16946.38,16884.52,16915.71
2023/11/15,17039.62,17143.88,17034.95,17128.78
2023/11/16,17136.52,17194.32,17089.4,17171.18
2023/11/17,17155.86,17253.47,17147.56,17208.95
2023/11/20,17197.82,17219.76,17151.82,17210.47
2023/11/21,17239.94,17421.17,17239.94,17416.7
2023/11/22,17325.6,17344.53,17264.95,17310.26
2023/11/23,17291.33,17343.61,17228.45,17294.55
2023/11/24,17304.65,17336.13,17268.38,17287.42
2023/11/27,17291.23,17351.93,17133.76,17137.42
2023/11/28,17150.3,17360.38,17145.2,17341.25
2023/11/29,17352.11,17441.79,17323.27,17370.56
2023/11/30,17389.2,17433.85,17313.3,17433.85
2023/12/4,17450.64,17516.61,17398.1,17421.48
2023/12/5,17401.59,17401.59,17252.57,17328.01
2023/12/6,17340.82,17439.85,17337.47,17360.72
2023/12/7,17356.92,17387.94,17273.71,17278.74
2023/12/8,17309.36,17465.35,17309.36,17383.99
2023/12/11,17416.96,17451.82,17372.82,17418.34
2023/12/12,17429.61,17528.72,17404.88,17450.63
2023/12/13,17447.51,17507.92,17438.69,17468.93
2023/12/14,17482.38,17668.35,17482.38,17653.11
2023/12/15,17693.33,17743.54,17642.79,17673.87
2023/12/18,17637.86,17665.91,17586.88,17652.03
2023/12/19,17669.84,17669.84,17497.32,17576.55
2023/12/20,17608.35,17657.65,17597.48,17635.2
2023/12/21,17531.45,17552.9,17442.76,17543.74
2023/12/22,17586.16,17618.17,17567.55,17596.63
2023/12/25,17596.27,17663.35,17595.27,17604.84
2023/12/26,17619.09,17751.73,17619.09,17751.73
2023/12/27,17766.73,17897.16,17766.73,17891.5
2023/12/28,17900.76,17928.14,17841.76,17910.37
2023/12/29,17893.63,17945.7,17864.23,17930.81
2024/1/3,17829.28,17829.28,17518.19,17559.31
2024/1/4,17574.39,17609.89,17515.73,17549.65
2024/1/5,17559.4,17606.79,17495.39,17519.14
2024/1/8,17534.52,17688.11,17534.52,17572.66
2024/1/9,17585.4,17694.26,17517.55,17535.49
2024/1/10,17495.67,17499.43,17439.27,17465.63
2024/1/11,17477.88,17574.92,17476.87,17545.32
2024/1/12,17536.05,17570.63,17469.87,17512.83
2024/1/15,17541.26,17632.77,17532.98,17546.82
2024/1/16,17523.78,17523.78,17337.58,17346.87
2024/1/17,17341.58,17361.05,17151.58,17161.79
2024/1/18,17169.1,17300.29,17169.1,17227.79
2024/1/19,17546.51,17682.97,17499.85,17681.52
2024/1/22,17770.78,17869.07,17765.13,17815.1
2024/1/23,17840.28,17893.73,17801.89,17874.59
2024/1/24,17883.62,17944.98,17856.34,17875.83
2024/1/25,17894.83,18014.26,17894.83,18002.62
2024/1/26,17985.44,18029.85,17943.65,17995.03
2024/1/29,18001.24,18119.63,17995.11,18119.63
2024/1/30,18083.45,18138.74,18034.63,18034.63
2024/1/31,17970.41,17996.33,17874.95,17889.56
2024/2/2,18016.35,18059.93,17985.89,18059.93
2024/2/5,18047.4,18115.8,17992.17,18096.07
2024/2/15,18664.45,18725.47,18550.86,18644.57
2024/2/16,18639.66,18715.69,18585.14,18607.25
2024/2/19,18561.04,18663.74,18561.04,18635.8
2024/2/20,18610.21,18756.33,18610.21,18753.16
2024/2/21,18673.49,18729.03,18645.27,18676.31
2024/2/22,18826.85,18881.77,18758.15,18852.78
2024/2/23,18950.07,19012.38,18889.19,18889.19
2024/2/26,18899.39,18974.08,18854.71,18948.05
2024/2/27,18964.49,19023.01,18752.53,18854.41
2024/2/29,18796.54,19019.69,18794.62,18966.77
2024/3/4,18952.69,19333.39,18952.69,19305.31
2024/3/5,19398.97,19453.85,19332.73,19386.92
2024/3/6,19283.61,19532.3,19246.3,19499.45
2024/3/7,19678.36,19794.57,19630.79,19693.52
2024/3/8,19966.49,20065.5,19638.13,19785.32
2024/3/11,19671.9,19828.7,19649.67,19726.08
2024/3/12,19672.76,19917.06,19664.71,19914.55
2024/3/13,20024.83,20112.81,19866.73,19928.51
2024/3/14,19920.63,19995.51,19775.5,19937.92
2024/3/15,19845.45,19888.13,19682.5,19682.5
2024/3/18,19706.11,19879.86,19706.11,19879.85
2024/3/19,19798.12,19921.25,19762.16,19857.2
2024/3/20,19879.25,19994.42,19728.43,19784.45
2024/3/21,19843.8,20199.3,19843.8,20199.09
2024/3/22,20232.06,20296.1,20084.31,20228.43
2024/3/25,20228.64,20285.38,20172.8,20192.25
2024/3/26,20208.88,20397.07,19977.4,20126.49
2024/3/27,20158.07,20255.1,20108.96,20200.12
2024/3/28,20213.34,20222.2,20065.93,20146.55
2024/3/29,20156.34,20335.92,20156.34,20294.45
2024/4/2,20359.81,20466.57,20359.81,20466.57
2024/4/3,20388.84,20403.73,20269.66,20337.6
2024/4/8,20395.05,20487.83,20379.83,20417.7
2024/4/9,20521.56,20820.81,20521.56,20796.2
2024/4/10,20789.42,20883.69,20763.53,20763.53
2024/4/11,20713.25,20770.83,20651.88,20753.22
2024/4/12,20772.79,20825.04,20713.87,20736.57
2024/4/15,20586.53,20623.77,20449.77,20449.77
2024/4/16,20365.11,20365.11,19844.54,19901.96
2024/4/17,19986.62,20264.99,19986.62,20213.33
2024/4/18,20126.57,20363.09,20057.81,20301.2
2024/4/19,19992.06,19992.06,19291.88,19527.12
2024/4/22,19466.44,19695.49,19395.31,19411.22
2024/4/23,19564.38,19709,19509.74,19599.28
2024/4/24,19770.46,20165.77,19770.46,20131.74
2024/4/25,20003,20003,19848.57,19857.42
2024/4/26,20094.17,20226.29,20087.61,20120.51
2024/4/29,20235.93,20495.52,20235.93,20495.52
2024/4/30,20508.48,20559.97,20396.6,20396.6
2024/5/3,20381.98,20521.49,20272.34,20330.32
2024/5/6,20479.8,20639.9,20479.8,20523.31
2024/5/7,20634.62,20689.19,20493.8,20653.53
2024/5/8,20604.18,20700.51,20547.48,20700.51
2024/5/9,20710.05,20754.61,20560.77,20560.77
2024/5/10,20582.12,20765.82,20574.01,20708.84
2024/5/13,20905.16,20933.28,20816.42,20857.71
2024/5/14,20835.95,20994.53,20816.77,20985.85
2024/5/15,20984.7,21308.32,20984.7,21147.21
2024/5/16,21319.02,21515.52,21249.88,21304.26
2024/5/17,21346.75,21346.75,21218.34,21258.47
2024/5/20,21278.38,21338.35,21102.18,21271.63
2024/5/21,21239.26,21307.08,21131.62,21236.75
2024/5/22,21248.99,21567.48,21248.99,21551.83
2024/5/23,21668.84,21668.84,21475.99,21607.43
2024/5/24,21442.67,21608.72,21381.25,21565.34
2024/5/27,21699.98,21871.34,21699.98,21803.77
2024/5/28,21812.2,21937.4,21812.2,21858.41
2024/5/29,21846.41,21906.1,21662.5,21662.5
2024/5/30,21481.39,21558.36,21364.24,21364.48
2024/5/31,21400.83,21539.03,21174.22,21174.22
2024/6/4,21513.85,21529.98,21308.97,21356.62
2024/6/5,21385,21510.86,21264.63,21484.88
2024/6/6,21856.13,21970.63,21847.68,21902.7
2024/6/7,21823.62,21920.85,21823.62,21858.38
2024/6/11,21984.42,22003.71,21792.12,21792.12
2024/6/12,21841.81,22094.94,21841.81,22048.96
2024/6/13,22217.64,22440.1,22211.08,22312.04
2024/6/14,22311.93,22504.72,22252.02,22504.72
2024/6/17,22468.11,22567.34,22431.26,22496.53
2024/6/18,22690.34,22787.67,22642.94,22757.43
2024/6/19,22858.45,23275.3,22858.45,23209.54
2024/6/20,23196.69,23406.1,23180.7,23406.1
2024/6/21,23193.9,23351.17,23151.15,23253.39
2024/6/24,23124.31,23131.68,22813.7,22813.7
2024/6/25,22695.15,22875.97,22503,22875.97
2024/6/26,22938.57,23074.74,22893.75,22986.69
2024/6/27,22859.93,22922.56,22765.16,22905.98
2024/6/28,22896.72,23142.4,22896.72,23032.25
2024/7/2,23012.74,23041.9,22833.78,22879.37
2024/7/3,23009.82,23172.43,22994.28,23172.43
2024/7/4,23360.88,23571.82,23360.88,23522.53
2024/7/5,23532.01,23628.86,23491.79,23556.59
2024/7/8,23550.64,24011.64,23505.86,23878.15
2024/7/9,23888.2,24126.66,23607.92,23900.08
2024/7/10,23744.88,24040.61,23682.49,24007.08
2024/7/11,24242.03,24416.67,24151.8,24390.03
2024/7/12,23955.67,24045.73,23774.22,23916.93
2024/7/15,23927.91,24018.31,23759.51,23879.36
2024/7/16,23880.33,24174.18,23861.77,23997.25
2024/7/17,23827.27,23993.68,23650.94,23769.82
2024/7/18,23373.01,23450.91,23148.74,23398.47
2024/7/19,23228.04,23235.82,22865.84,22869.26
2024/7/22,22818.86,22818.86,22130.88,22256.99
2024/7/23,22514.75,22871.84,22514.75,22871.84
2024/7/26,22206.93,22206.93,21889.61,22119.21
2024/7/29,22321.37,22471.4,22128.14,22164.49
2024/7/30,22040.04,22276.39,21833.85,22223.57
2024/7/31,22088.78,22315.31,22046.29,22199.35
2024/8/2,22141.2,22141.2,21636.22,21638.09
2024/8/5,20982.92,20982.92,19783.5,19830.88
2024/8/6,20344.39,20751.5,19662.74,20501.02
2024/8/7,20638.28,21306.23,20638.28,21295.28
2024/8/8,21047.16,21074.19,20723.26,20870.1
2024/8/9,21212,21613.76,21212,21469
2024/8/12,21598.93,21897.98,21598.93,21773.26
2024/8/13,21816.07,21866.63,21698.47,21796.57
2024/8/14,21952.03,22155.29,21942.22,22027.25
2024/8/15,22005.69,22089.04,21895.17,21895.17
2024/8/16,22114.72,22374.94,22114.72,22349.33
2024/8/19,22338.83,22485.91,22307.17,22409.63
2024/8/20,22464.07,22545.89,22369.25,22429.1
2024/8/21,22316.78,22358.88,22165.82,22237.89
2024/8/22,22254.59,22315.92,22096.26,22148.83
2024/8/23,22042.59,22159.27,21935.98,22158.05
2024/8/26,22250.49,22449.45,22164.53,22240.12
2024/8/27,22179.21,22205.11,22059.51,22185
2024/8/28,22210.57,22370.66,22108.86,22370.66
2024/8/29,22136.31,22273.62,22010.89,22201.85
2024/8/30,22230.07,22342.25,22230.07,22268.09
2024/9/3,22240.11,22303.5,22092.21,22092.21
2024/9/4,21574.65,21574.65,20922.17,21092.75
2024/9/5,21271.09,21488.81,21150.99,21187.71
2024/9/6,21255.45,21461.71,21125.14,21435.19
2024/9/9,21127.81,21163.91,20922.51,21144.44
2024/9/10,21252.57,21324.43,20977,21064.08
2024/9/11,21089.18,21134.05,21031,21031
2024/9/12,21373.64,21706.85,21373.64,21653.25
2024/9/13,21754.36,21796.39,21643.22,21759.65
2024/9/16,21800,21854.74,21736.7,21850.08
2024/9/18,21813.54,21859.16,21584.63,21678.84
2024/9/19,21675.4,22042.69,21656.66,22042.69
2024/9/20,22246.24,22354.54,22136.53,22159.42
2024/9/23,22170.94,22307.46,22170.94,22285.53
2024/9/24,22273.79,22431.78,22154.55,22431.78
2024/9/25,22569.29,22785.32,22569.29,22761.6
2024/9/26,22841.42,22961.77,22769.24,22858.81
2024/9/27,22978.97,23079.21,22806.83,22822.79
2024/9/30,22643.91,22691.23,22224.54,22224.54
2024/10/4,22459.1,22493.05,22193.5,22302.71
2024/10/7,22479.24,22719.07,22479.24,22702.56
2024/10/8,22691.32,22691.32,22418.38,22611.39
2024/10/9,22637.17,22885.95,22637.17,22659.08
2024/10/11,22726.19,23011.11,22726.19,22901.64
2024/10/14,22947.32,23015.55,22799.14,22975.29
2024/10/15,23083.7,23353.91,23082.06,23292.04
2024/10/16,22990.64,23258.52,22866.73,23010.98
2024/10/17,23114.21,23191.79,22950.7,23053.84
2024/10/18,23620.57,23713.7,23378.36,23487.27
2024/10/21,23602.98,23678.51,23480.06,23542.53
2024/10/22,23428.11,23535.43,23269.86,23535.43
2024/10/23,23402.24,23486.45,23318.84,23334.76
2024/10/24,23446.64,23446.64,23150.77,23192.52
2024/10/25,23255.07,23388.53,23222.77,23348.45
2024/10/28,23455.69,23547.12,23164.42,23198.07
2024/10/29,23048.45,23056.57,22711.1,22926.59
2024/10/30,22985.13,23116.33,22801.45,22820.43
2024/11/4,22839.18,23020.99,22792.77,22965.39
2024/11/5,22870.11,23178.8,22849.83,23106.79
2024/11/6,23112.95,23439.39,23035.3,23217.38
2024/11/7,23180.01,23518.63,23132.94,23408.82
2024/11/8,23608.11,23699.7,23509.13,23553.89
2024/11/11,23477.75,23563.8,23306.66,23529.64
2024/11/12,23276.76,23276.76,22981.77,22981.77
2024/11/13,22894.91,23046.47,22860.23,22860.23
2024/11/14,22821.04,22893.82,22619.71,22715.38
2024/11/15,22767.11,22940.8,22690.77,22742.77
2024/11/18,22693.96,22781.77,22503.69,22546.54
2024/11/19,22614.74,22906.69,22578.75,22848.8
2024/11/20,22872.91,22977.56,22622.47,22688.36
2024/11/21,22671.66,22708.57,22490.28,22555.66
2024/11/22,22799.53,23019.04,22799.53,22904.32
2024/11/25,22996.05,23172.43,22948.37,22948.37
2024/11/26,22789.6,22832.11,22645.13,22678.76
2024/11/27,22665.58,22743.99,22334.78,22334.78
2024/11/28,22380.45,22413.25,22124.31,22298.9
2024/11/29,22202.28,22429.86,22055.38,22262.5
2024/12/3,22972.3,23144.78,22972.3,23027.46
2024/12/4,23126.08,23255.33,23034.7,23255.33
2024/12/5,23308.29,23387.17,23225.31,23267.94
2024/12/6,23278.68,23361.12,23137.62,23193.27
2024/12/9,23287.79,23325.99,23172.22,23273.25
2024/12/10,23228.26,23329.01,23071.43,23125.08
2024/12/11,23108.36,23108.36,22880.57,22903.63
2024/12/12,23050.64,23189.29,23030.48,23046.8
2024/12/13,23002.37,23097.52,22920.84,23020.48
2024/12/16,23207.21,23264.4,22959.91,23039.9
2024/12/17,23131.57,23223.51,23018.01,23018.01
2024/12/18,23014.43,23211.17,22934.59,23168.67
2024/12/19,22947.56,22947.56,22743.3,22932.25
2024/12/20,22798.39,22845.59,22510.25,22510.25
2024/12/23,22811.56,23132.25,22811.56,23104.54
2024/12/24,23260.74,23326.25,23120.24,23120.24
2024/12/25,23226.35,23296.36,23159.36,23220.13
2024/12/26,23276.08,23320.62,23241.94,23246.94
2024/12/27,23251.28,23335.66,23204.35,23275.68
2024/12/30,23274.26,23331.67,23159.7,23190.2
2024/12/31,23094.07,23123.96,22972.99,23035.1
2025/1/3,23018.56,23092.07,22905.4,22908.3
2025/1/6,23131.79,23553.29,23131.79,23547.71
2025/1/7,23824.72,23943.95,23651.27,23651.27
2025/1/8,23522.29,23671.28,23388.63,23407.33
2025/1/9,23406.72,23463.96,23081.13,23081.13
2025/1/10,23067.46,23202.25,22989.67,23011.86
2025/1/13,23070.32,23070.32,22458.22,22488.33
2025/1/14,22573.96,22797.52,22542.93,22797.52
2025/1/15,22757.46,22777.34,22509.65,22514.57
2025/1/16,22817.52,23147.69,22817.52,23025.1
2025/1/17,23190.12,23209.88,22905.53,23148.08
2025/1/20,23203.47,23346.64,23176.43,23266.82
2025/1/21,23266.49,23377.64,23174.02,23300.01
2025/1/22,23472.67,23642.08,23472.67,23525.41
2025/2/4,22836.27,22934.31,22720.62,22793.96
2025/2/5,22916.38,23249.33,22916.38,23161.58
2025/2/6,23226.5,23348.42,23216.65,23316.6
2025/2/7,23289.97,23478.27,23254.17,23478.27
2025/2/10,23421.77,23448.16,23163.85,23252.14
2025/2/11,23321.92,23485.51,23289.76,23384.05
2025/2/12,23449.31,23528.61,23289.75,23289.75
2025/2/13,23263.28,23413.1,23206.45,23399.41
2025/2/14,23198.39,23276.24,23142.95,23152.61
2025/2/17,23258.17,23510.68,23242.84,23505.33
2025/2/18,23550.5,23666.11,23454.09,23666.11
2025/2/19,23589.44,23683.46,23550.99,23604.08
2025/2/20,23530.97,23576.71,23400.75,23487.46
2025/2/21,23526.13,23732.58,23488.42,23730.25
2025/2/24,23573.8,23605.22,23461.43,23565.31
2025/2/25,23376.42,23376.42,23209.53,23285.72
2025/2/26,23221.84,23431.24,23156.02,23402.55
2025/2/27,23446.46,23487.73,23053.18,23053.18
2025/3/4,22508.8,22700.94,22359.5,22596.88
2025/3/5,22778.86,22948.3,22757.22,22871.9
2025/3/6,22930.11,22979.97,22715.43,22715.43
2025/3/7,22696.23,22747.11,22542.08,22576.07
2025/3/10,22548.98,22641.25,22407.57,22459.15
2025/3/11,22126.06,22140.39,21769.57,22071.09
2025/3/12,22171.1,22391.47,22153.61,22278.36
2025/3/13,22403.34,22552.43,21961.68,21961.68
2025/3/14,21986.81,22074.03,21895.9,21968.05
2025/3/17,22137.53,22306.83,22110.08,22118.63
2025/3/18,22204.62,22327.1,22186.42,22271.67
2025/3/19,22245.42,22247.66,21942.69,21960.83
2025/3/20,22171,22377.26,22171,22377.26
