stock_id,stock_name,reason,category,start_date,end_date
1110,東泥,除息,股利發放,110.09.08,110.09.13
1216,統一,除息,股利發放,110.09.03,110.09.08
1442,名軒,除息,股利發放,110.09.03,110.09.08
1463,強盛新,除息,股利發放,110.09.03,110.09.08
1467,南緯,除息,股利發放,110.09.07,110.09.10
1527,鑽全,除息,股利發放,110.09.08,110.09.13
1535,中宇,除息,股利發放,110.09.08,110.09.13
1608,華榮,除息,股利發放,110.09.03,110.09.08
2009,第一銅,除息,股利發放,110.09.08,110.09.13
2024,志聯,除息,股利發放,110.09.03,110.09.08
2228,劍麟,除息,股利發放,110.09.06,110.09.09
2236,百達-KY,除息,股利發放,110.09.07,110.09.10
2247,汎德永業,除息,股利發放,110.09.06,110.09.09
2331,精英,除息,股利發放,110.09.06,110.09.09
2414,精技,除息,股利發放,110.09.07,110.09.10
2431,聯昌,除息,股利發放,110.09.08,110.09.13
2505,國揚,除息,股利發放,110.09.07,110.09.10
2618,長榮航,其他,其他活動,110.09.03,110.09.08
2852,第一保,除息,股利發放,110.09.07,110.09.10
3055,蔚華科,除息,股利發放,110.09.08,110.09.13
3550,聯穎,除息,股利發放,110.09.08,110.09.13
3661,世芯-KY,除息,股利發放,110.09.03,110.09.08
4106,雃博,除息,股利發放,110.09.08,110.09.13
4142,國光生,除息,股利發放,110.09.08,110.09.13
4532,瑞智,除息,股利發放,110.09.06,110.09.09
4555,氣立,除息,股利發放,110.09.03,110.09.08
4720,德淵,除權,股利發放,110.09.03,110.09.08
4943,康控-KY,除息,股利發放,110.09.07,110.09.10
5007,三星,除息,股利發放,110.09.08,110.09.13
6166,凌華,除息,股利發放,110.09.03,110.09.08
6449,鈺邦,除息,股利發放,110.09.06,110.09.09
6641,基士德-KY,現金增資,資本活動,110.09.07,110.09.10
8104,錸寶,除息,股利發放,110.09.08,110.09.13
8261,富鼎,除息,股利發放,110.09.06,110.09.09
