stock_id,stock_name,reason,category,start_date,end_date
1301,台塑,股東常會,公司活動,111.03.30,111.04.06
1303,南亞,股東常會,公司活動,111.03.31,111.04.07
1324,地球,股東常會,公司活動,111.03.30,111.04.06
1326,台化,股東常會,公司活動,111.03.30,111.04.06
1410,南染,股東常會,公司活動,111.03.30,111.04.06
1419,新紡,股東常會,公司活動,111.03.31,111.04.07
1437,勤益控,股東常會,公司活動,111.03.30,111.04.06
1455,集盛,股東常會,公司活動,111.03.30,111.04.06
1465,偉全,股東常會,公司活動,111.03.30,111.04.06
1516,川飛,股東常會,公司活動,111.03.30,111.04.06
1536,和大,股東常會,公司活動,111.03.30,111.04.06
1568,倉佑,股東常會,公司活動,111.03.30,111.04.06
1582,信錦,股東常會,公司活動,111.03.31,111.04.07
1609,大亞,股東常會,公司活動,111.03.31,111.04.07
1626,艾美特-KY,股東常會,公司活動,111.03.31,111.04.07
1710,東聯,股東常會,公司活動,111.03.30,111.04.06
1712,興農,除息,股利發放,111.03.30,111.04.06
1725,元禎,股東常會,公司活動,111.03.30,111.04.06
1760,寶齡富錦,股東常會,公司活動,111.03.30,111.04.06
1776,展宇,股東常會,公司活動,111.03.30,111.04.06
1802,台玻,股東常會,公司活動,111.03.30,111.04.06
1808,潤隆,股東常會,公司活動,111.03.30,111.04.06
1904,正隆,股東常會,公司活動,111.03.31,111.04.07
1906,寶隆,股東常會,公司活動,111.03.29,111.04.01
1909,榮成,股東常會,公司活動,111.03.30,111.04.06
2015,豐興,股東常會,公司活動,111.03.30,111.04.06
2015,豐興,除息,股利發放,111.03.30,111.04.06
2107,厚生,股東常會,公司活動,111.03.30,111.04.06
2211,長榮鋼,股東常會,公司活動,111.03.31,111.04.07
2313,華通,股東常會,公司活動,111.03.30,111.04.06
2313,華通,除息,股利發放,111.03.30,111.04.06
2327,國巨,股東常會,公司活動,111.03.30,111.04.06
2329,華泰,股東常會,公司活動,111.03.31,111.04.07
2330,台積電,股東常會,公司活動,111.03.30,111.04.06
2353,宏��,股東常會,公司活動,111.03.31,111.04.07
2357,華碩,股東常會,公司活動,111.03.30,111.04.06
2359,所羅門,股東常會,公司活動,111.03.30,111.04.06
2360,致茂,股東常會,公司活動,111.03.30,111.04.06
2365,昆盈,股東常會,公司活動,111.03.30,111.04.06
2368,金像電,股東常會,公司活動,111.03.30,111.04.06
2369,菱生,股東常會,公司活動,111.03.31,111.04.07
2373,震旦行,股東常會,公司活動,111.03.30,111.04.06
2375,凱美,股東常會,公司活動,111.03.30,111.04.06
2377,微星,股東常會,公司活動,111.03.31,111.04.07
2379,瑞昱,股東常會,公司活動,111.03.30,111.04.06
2385,群光,股東常會,公司活動,111.03.31,111.04.07
2388,威盛,除息,股利發放,111.03.30,111.04.06
2401,凌陽,股東常會,公司活動,111.03.30,111.04.06
2421,建準,股東常會,公司活動,111.03.31,111.04.07
2426,鼎元,股東常會,公司活動,111.03.30,111.04.06
2433,互盛電,股東常會,公司活動,111.03.30,111.04.06
2455,全新,股東常會,公司活動,111.03.30,111.04.06
2457,飛宏,股東常會,公司活動,111.03.30,111.04.06
2464,盟立,股東常會,公司活動,111.03.30,111.04.06
2465,麗臺,股東常會,公司活動,111.03.30,111.04.06
2467,志聖,股東常會,公司活動,111.03.30,111.04.06
2476,鉅祥,股東常會,公司活動,111.03.31,111.04.07
2478,大毅,股東常會,公司活動,111.03.30,111.04.06
2482,連宇,股東常會,公司活動,111.03.30,111.04.06
2484,希華,股東常會,公司活動,111.03.30,111.04.06
2496,卓越,股東常會,公司活動,111.03.30,111.04.06
2509,全坤建,股東常會,公司活動,111.03.30,111.04.06
2535,達欣工,股東常會,公司活動,111.03.31,111.04.07
2535,達欣工,除息,股利發放,111.03.31,111.04.07
2605,新興,股東常會,公司活動,111.03.31,111.04.07
2606,裕民,股東常會,公司活動,111.03.30,111.04.06
2832,台產,股東常會,公司活動,111.03.31,111.04.07
2832,台產,除息,股利發放,111.03.31,111.04.07
2885,元大金,股東常會,公司活動,111.03.31,111.04.07
3003,健和興,股東常會,公司活動,111.03.31,111.04.07
3003,健和興,除息,股利發放,111.03.31,111.04.07
3008,大立光,股東常會,公司活動,111.03.30,111.04.06
3015,全漢,股東常會,公司活動,111.03.30,111.04.06
3027,盛達,股東常會,公司活動,111.03.30,111.04.06
3028,增你強,股東常會,公司活動,111.03.30,111.04.06
