stock_id,stock_name,reason,category,start_date,end_date
1410,南染,除息,股利發放,113.07.01,113.07.04
1451,年興,除息,股利發放,113.06.28,113.07.03
1614,三洋電,除息,股利發放,113.07.03,113.07.08
1713,國化,除息,股利發放,113.07.01,113.07.04
1752,南光,除息,股利發放,113.06.28,113.07.03
1789,神隆,除息,股利發放,113.06.28,113.07.03
1906,寶隆,除息,股利發放,113.06.28,113.07.03
2010,春源,除息,股利發放,113.06.28,113.07.03
2013,中鋼構,除息,股利發放,113.06.28,113.07.03
2028,威致,除息,股利發放,113.07.03,113.07.08
2030,彰源,除息,股利發放,113.06.28,113.07.03
2103,台橡,除息,股利發放,113.06.28,113.07.03
2312,金寶,除息,股利發放,113.06.28,113.07.03
2316,楠梓電,除息,股利發放,113.07.02,113.07.05
2373,震旦行,除息,股利發放,113.07.01,113.07.04
2387,精元,除息,股利發放,113.07.03,113.07.08
2397,友通,除息,股利發放,113.07.03,113.07.08
2412,中華電,除息,股利發放,113.06.28,113.07.03
2417,圓剛,除息,股利發放,113.07.01,113.07.04
2425,承啟,除息,股利發放,113.06.28,113.07.03
2433,互盛電,除息,股利發放,113.06.28,113.07.03
2451,創見,除息,股利發放,113.07.02,113.07.05
2454,聯發科,除息,股利發放,113.06.28,113.07.03
2474,可成,除息,股利發放,113.06.28,113.07.03
2493,揚博,除息,股利發放,113.07.03,113.07.08
2534,宏盛,除息,股利發放,113.07.02,113.07.05
2607,榮運,除息,股利發放,113.07.03,113.07.08
2609,陽明,除息,股利發放,113.07.03,113.07.08
2612,中航,除息,股利發放,113.07.03,113.07.08
2618,長榮航,除息,股利發放,113.07.02,113.07.05
2727,王品,除息,股利發放,113.06.28,113.07.03
3006,晶豪科,除息,股利發放,113.06.28,113.07.03
3016,嘉晶,除息,股利發放,113.06.28,113.07.03
3021,鴻名,除息,股利發放,113.07.03,113.07.08
3045,台灣大,除息,股利發放,113.07.02,113.07.05
3046,建��,除息,股利發放,113.06.28,113.07.03
3055,蔚華科,除息,股利發放,113.07.01,113.07.04
3130,一零四,除息,股利發放,113.07.03,113.07.08
3189,景碩,除息,股利發放,113.06.28,113.07.03
3703,欣陸,除息,股利發放,113.06.28,113.07.03
3704,合勤控,除息,股利發放,113.07.01,113.07.04
4755,三福化,除息,股利發放,113.07.03,113.07.08
5215,科嘉-KY,除息,股利發放,113.07.03,113.07.08
5234,達興材料,除息,股利發放,113.06.28,113.07.03
5285,界霖,除息,股利發放,113.07.03,113.07.08
5469,瀚宇博,除息,股利發放,113.07.03,113.07.08
5515,建國,除息,股利發放,113.06.28,113.07.03
5533,皇鼎,除息,股利發放,113.07.02,113.07.05
5538,東明-KY,除息,股利發放,113.07.02,113.07.05
5706,鳳凰,除權息,股利發放,113.07.01,113.07.04
6115,鎰勝,除息,股利發放,113.07.01,113.07.04
6136,富爾特,除息,股利發放,113.07.02,113.07.05
6191,精成科,除息,股利發放,113.07.03,113.07.08
6197,佳必琪,除息,股利發放,113.06.28,113.07.03
6215,和椿,除息,股利發放,113.07.03,113.07.08
6505,台塑化,除息,股利發放,113.07.03,113.07.08
6526,達發,除息,股利發放,113.07.03,113.07.08
6591,動力-KY,除息,股利發放,113.07.01,113.07.04
6641,基士德-KY,除息,股利發放,113.06.28,113.07.03
6776,展�眥篕�,除息,股利發放,113.06.28,113.07.03
6781,AES-KY,除息,股利發放,113.06.28,113.07.03
6792,詠業,除息,股利發放,113.06.28,113.07.03
6807,峰源-KY,除息,股利發放,113.07.02,113.07.05
6835,圓裕,除息,股利發放,113.07.02,113.07.05
8021,尖點,除息,股利發放,113.06.28,113.07.03
8163,達方,除息,股利發放,113.06.28,113.07.03
8213,志超,除息,股利發放,113.06.28,113.07.03
8249,菱光,除息,股利發放,113.07.01,113.07.04
8367,建新國際,除息,股利發放,113.06.28,113.07.03
8454,富邦媒,除息,股利發放,113.06.28,113.07.03
8462,柏文,除息,股利發放,113.07.01,113.07.04
8464,億豐,除息,股利發放,113.07.03,113.07.08
8476,台境*,除權息,股利發放,113.07.03,113.07.08
8499,鼎炫-KY,除息,股利發放,113.06.28,113.07.03
9939,宏全,除息,股利發放,113.06.28,113.07.03
9943,好樂迪,除息,股利發放,113.06.28,113.07.03
