stock_id,stock_name,reason,category,start_date,end_date
1231,聯華食,除權息,股利發放,113.07.30,113.08.02
1439,雋揚,除息,股利發放,113.08.01,113.08.06
1530,亞崴,除息,股利發放,113.08.02,113.08.07
1795,美時,除息,股利發放,113.07.30,113.08.02
2027,大成鋼,除息,股利發放,113.07.30,113.08.02
2375,凱美,除息,股利發放,113.07.31,113.08.05
2376,技嘉,除息,股利發放,113.07.30,113.08.02
2409,友達,除息,股利發放,113.07.30,113.08.02
2545,皇翔,除息,股利發放,113.08.01,113.08.06
2834,臺企銀,除權息,股利發放,113.08.02,113.08.07
2886,兆豐金,除權息,股利發放,113.08.02,113.08.07
2887,台新金,除權息,股利發放,113.07.31,113.08.05
2892,第一金,除權息,股利發放,113.08.02,113.08.07
3050,鈺德,除息,股利發放,113.08.02,113.08.07
3051,力特,除息,股利發放,113.07.30,113.08.02
3694,海華,除息,股利發放,113.07.30,113.08.02
6715,嘉基,除息,股利發放,113.08.01,113.08.06
6743,安普新,除息,股利發放,113.07.30,113.08.02
6830,汎銓,現金增資,資本活動,113.08.02,113.08.07
8103,瀚荃,除息,股利發放,113.08.01,113.08.06
8466,美吉吉-KY,除息,股利發放,113.08.02,113.08.07
9914,美利達,除息,股利發放,113.08.02,113.08.07
9942,茂順,除息,股利發放,113.08.02,113.08.07
