stock_id,stock_name,reason,category,start_date,end_date
2028,威致,除息,股利發放,112.08.01,112.08.04
2375,凱美,除息,股利發放,112.08.01,112.08.04
2420,新巨,除息,股利發放,112.07.31,112.08.03
2458,義隆,除息,股利發放,112.08.01,112.08.04
2890,永豐金,除權息,股利發放,112.08.03,112.08.08
2891,中信金,除息,股利發放,112.07.31,112.08.03
3092,鴻碩,除權息,股利發放,112.08.02,112.08.07
4560,強信-KY,除息,股利發放,112.08.02,112.08.07
5546,永固-KY,除息,股利發放,112.08.02,112.08.07
5880,合庫金,除權息,股利發放,112.08.03,112.08.08
6155,鈞寶,除息,股利發放,112.08.03,112.08.08
6209,今國光,除息,股利發放,112.08.03,112.08.08
6271,同欣電,除權,股利發放,112.08.03,112.08.08
6592,和潤企業,其他,其他活動,112.07.31,112.08.03
8021,尖點,除息,股利發放,112.07.31,112.08.03
8103,瀚荃,除息,股利發放,112.08.02,112.08.07
8104,錸寶,除息,股利發放,112.08.02,112.08.07
