stock_id,stock_name,reason,category,start_date,end_date
1218,泰山,除息,股利發放,110.09.14,110.09.17
1229,聯華,除權,股利發放,110.09.16,110.09.23
1517,利奇,除息,股利發放,110.09.13,110.09.16
1590,亞德客-KY,現金增資,資本活動,110.09.15,110.09.22
1808,潤隆,除權息,股利發放,110.09.16,110.09.23
2109,華豐,除息,股利發放,110.09.14,110.09.17
2239,英利-KY,除息,股利發放,110.09.16,110.09.23
2488,漢平,除息,股利發放,110.09.14,110.09.17
2491,吉祥全,除息,股利發放,110.09.13,110.09.16
2515,中工,除息,股利發放,110.09.14,110.09.17
2539,櫻花建,除權息,股利發放,110.09.14,110.09.17
2542,興富發,除息,股利發放,110.09.16,110.09.23
2701,萬企,除息,股利發放,110.09.14,110.09.17
2707,晶華,除息,股利發放,110.09.15,110.09.22
2845,遠東銀,除權息,股利發放,110.09.13,110.09.16
4763,材料-KY,除息,股利發放,110.09.15,110.09.22
4968,立積,除權息,股利發放,110.09.15,110.09.22
5525,順天,除息,股利發放,110.09.13,110.09.16
5906,台南-KY,除權息,股利發放,110.09.15,110.09.22
6426,統新,除息,股利發放,110.09.13,110.09.16
8480,泰昇-KY,除息,股利發放,110.09.13,110.09.16
9945,潤泰新,除權,股利發放,110.09.15,110.09.22
