stock_id,stock_name,reason,category,start_date,end_date
1103,嘉泥,股東常會,公司活動,110.04.09,110.04.14
1108,幸福,股東常會,公司活動,110.04.09,110.04.14
1231,聯華食,股東常會,公司活動,110.04.09,110.04.14
1235,興泰,股東常會,公司活動,110.04.09,110.04.14
1312,國喬,股東常會,公司活動,110.04.12,110.04.15
1323,永裕,股東常會,公司活動,110.04.09,110.04.14
1326,台化,股東常會,公司活動,110.04.12,110.04.15
1337,再生-KY,股東常會,公司活動,110.04.09,110.04.14
1410,南染,股東常會,公司活動,110.04.09,110.04.14
1417,嘉裕,股東常會,公司活動,110.04.12,110.04.15
1419,新紡,股東常會,公司活動,110.04.12,110.04.15
1436,華友聯,股東常會,公司活動,110.04.09,110.04.14
1440,南紡,股東常會,公司活動,110.04.09,110.04.14
1442,名軒,股東常會,公司活動,110.04.09,110.04.14
1451,年興,股東常會,公司活動,110.04.09,110.04.14
1453,大將,股東常會,公司活動,110.04.12,110.04.15
1454,台富,股東常會,公司活動,110.04.09,110.04.14
1476,儒鴻,股東常會,公司活動,110.04.12,110.04.15
1477,聚陽,股東常會,公司活動,110.04.12,110.04.15
1477,聚陽,除息,股利發放,110.04.12,110.04.15
1503,士電,股東常會,公司活動,110.04.12,110.04.15
1533,車王電,股東常會,公司活動,110.04.09,110.04.14
1537,廣隆,股東常會,公司活動,110.04.09,110.04.14
1539,巨庭,股東常會,公司活動,110.04.12,110.04.15
1583,程泰,股東常會,公司活動,110.04.09,110.04.14
1589,永冠-KY,股東常會,公司活動,110.04.09,110.04.14
1604,聲寶,股東常會,公司活動,110.04.09,110.04.14
1608,華榮,股東常會,公司活動,110.04.12,110.04.15
1612,宏泰,股東常會,公司活動,110.04.09,110.04.14
1614,三洋電,股東常會,公司活動,110.04.09,110.04.14
1617,榮星,股東常會,公司活動,110.04.09,110.04.14
1710,東聯,股東常會,公司活動,110.04.09,110.04.14
1720,生達,股東常會,公司活動,110.04.12,110.04.15
1723,中碳,股東常會,公司活動,110.04.09,110.04.14
1730,花仙子,股東常會,公司活動,110.04.09,110.04.14
1732,毛寶,股東常會,公司活動,110.04.09,110.04.14
1795,美時,股東常會,公司活動,110.04.09,110.04.14
1909,榮成,股東常會,公司活動,110.04.09,110.04.14
2002,中鋼,股東常會,公司活動,110.04.12,110.04.15
2010,春源,股東常會,公司活動,110.04.09,110.04.14
2030,彰源,股東常會,公司活動,110.04.09,110.04.14
2034,允強,股東常會,公司活動,110.04.12,110.04.15
2038,海光,股東常會,公司活動,110.04.12,110.04.15
2069,運錩,股東常會,公司活動,110.04.09,110.04.14
2102,泰豐,股東常會,公司活動,110.04.09,110.04.14
2104,國際中橡,股東常會,公司活動,110.04.12,110.04.15
2105,正新,股東常會,公司活動,110.04.09,110.04.14
2106,建大,股東常會,公司活動,110.04.12,110.04.15
2108,南帝,股東常會,公司活動,110.04.09,110.04.14
2201,裕隆,股東常會,公司活動,110.04.09,110.04.14
2231,為升,股東常會,公司活動,110.04.09,110.04.14
2239,英利-KY,股東常會,公司活動,110.04.09,110.04.14
2314,台揚,股東常會,公司活動,110.04.09,110.04.14
2316,楠梓電,股東常會,公司活動,110.04.09,110.04.14
2323,中環,股東常會,公司活動,110.04.12,110.04.15
2332,友訊,股東常會,公司活動,110.04.12,110.04.15
2345,智邦,股東常會,公司活動,110.04.09,110.04.14
2356,英業達,股東常會,公司活動,110.04.12,110.04.15
2362,藍天,股東常會,公司活動,110.04.09,110.04.14
2369,菱生,股東常會,公司活動,110.04.12,110.04.15
2373,震旦行,股東常會,公司活動,110.04.09,110.04.14
2374,佳能,股東常會,公司活動,110.04.09,110.04.14
2376,技嘉,股東常會,公司活動,110.04.09,110.04.14
2382,廣達,股東常會,公司活動,110.04.12,110.04.15
2387,精元,股東常會,公司活動,110.04.09,110.04.14
2388,威盛,股東常會,公司活動,110.04.12,110.04.15
2392,正崴,股東常會,公司活動,110.04.12,110.04.15
2393,億光,股東常會,公司活動,110.04.09,110.04.14
2397,友通,股東常會,公司活動,110.04.12,110.04.15
2417,圓剛,股東常會,公司活動,110.04.09,110.04.14
2425,承啟,股東常會,公司活動,110.04.09,110.04.14
2433,互盛電,股東常會,公司活動,110.04.09,110.04.14
2439,美律,股東常會,公司活動,110.04.09,110.04.14
2451,創見,股東常會,公司活動,110.04.09,110.04.14
2453,凌群,股東常會,公司活動,110.04.09,110.04.14
2457,飛宏,股東常會,公司活動,110.04.09,110.04.14
2458,義隆,股東常會,公司活動,110.04.09,110.04.14
2459,敦吉,股東常會,公司活動,110.04.09,110.04.14
2462,良得電,股東常會,公司活動,110.04.09,110.04.14
2481,強茂,股東常會,公司活動,110.04.09,110.04.14
2484,希華,股東常會,公司活動,110.04.09,110.04.14
2485,兆赫,股東常會,公司活動,110.04.09,110.04.14
2489,瑞軒,股東常會,公司活動,110.04.09,110.04.14
2495,普安,股東常會,公司活動,110.04.09,110.04.14
2497,怡利電,股東常會,公司活動,110.04.09,110.04.14
2498,宏達電,股東常會,公司活動,110.04.12,110.04.15
2511,太子,股東常會,公司活動,110.04.09,110.04.14
2515,中工,股東常會,公司活動,110.04.09,110.04.14
2520,冠德,股東常會,公司活動,110.04.09,110.04.14
2528,皇普,股東常會,公司活動,110.04.09,110.04.14
2535,達欣工,股東常會,公司活動,110.04.09,110.04.14
2538,基泰,股東常會,公司活動,110.04.09,110.04.14
2539,櫻花建,股東常會,公司活動,110.04.09,110.04.14
2546,根基,股東常會,公司活動,110.04.09,110.04.14
2605,新興,股東常會,公司活動,110.04.09,110.04.14
2607,榮運,股東常會,公司活動,110.04.09,110.04.14
2608,嘉里大榮,股東常會,公司活動,110.04.09,110.04.14
2614,東森,股東常會,公司活動,110.04.12,110.04.15
2614,東森,除息,股利發放,110.04.12,110.04.15
2618,長榮航,股東常會,公司活動,110.04.12,110.04.15
2702,華園,股東常會,公司活動,110.04.09,110.04.14
2707,晶華,股東常會,公司活動,110.04.09,110.04.14
2801,彰銀,股東常會,公司活動,110.04.12,110.04.15
2816,旺旺保,股東常會,公司活動,110.04.09,110.04.14
2820,華票,股東常會,公司活動,110.04.12,110.04.15
2832,台產,股東常會,公司活動,110.04.12,110.04.15
2845,遠東銀,股東常會,公司活動,110.04.12,110.04.15
2849,安泰銀,股東常會,公司活動,110.04.12,110.04.15
2855,統一證,股東常會,公司活動,110.04.09,110.04.14
2867,三商壽,股東常會,公司活動,110.04.12,110.04.15
2889,國票金,股東常會,公司活動,110.04.12,110.04.15
2906,高林,股東常會,公司活動,110.04.09,110.04.14
2908,特力,股東常會,公司活動,110.04.09,110.04.14
2911,麗嬰房,股東常會,公司活動,110.04.09,110.04.14
2912,統一超,股東常會,公司活動,110.04.09,110.04.14
2913,農林,股東常會,公司活動,110.04.09,110.04.14
3004,豐達科,股東常會,公司活動,110.04.12,110.04.15
3006,晶豪科,股東常會,公司活動,110.04.09,110.04.14
3014,聯陽,股東常會,公司活動,110.04.09,110.04.14
