stock_id,stock_name,reason
1315,¹F·s,°£®§
1529,¼Ö¤h,°£Åv®§
1533,¨®¤ý¹q,°£®§
1590,¨È¼w«È-KY,°£®§
1732,¤òÄ_,°£®§
1736,³ì¤s,°£®§
2012,¬K«B,°£Åv
2106,«Ø¤j,°£®§
2364,­Û­¸,°£®§
2368,ª÷¹³¹q,´î¸ê
2379,·ç¬R,°£®§
2461,¥ú¸s¹p,°£®§
2468,µØ¸g,°£®§
2474,¥i¦¨,°£®§
2603,ªøºa,´î¸ê
2706,²Ä¤@©±,°£®§
2845,»·ªF»È,°£Åv®§
2845,»·ªF»È,²{ª÷¼W¸ê
2905,¤T°Ó,°£Åv®§
2915,¼í®õ¥þ,²{ª÷¼W¸ê
3025,¬P³q,°£®§
3346,ÄR²M,°£®§
3622,¬vµØ,°£®§
4540,¥þ²y¶Ç°Ê,°£®§
4807,¤é¦¨-KY,°£®§
6139,¨Èµ¾,°£®§
6235,µØ§·,²{ª÷¼W¸ê
6552,©öµØ¹q,°£®§
8480,®õª@-KY,Á{®É·|
9906,ªY¤Ú¤Ú,°£®§
9927,®õ»Ê,°£®§
